UniProt	GeneName
Q8WTU2	SSC4D
Q5MJ10	SPANXN2
Q86W33	TPRA1
Q3LFD5	USP41
Q70EL4	USP43
A0PK00	TMEM120B
Q9NUJ3	TCP11L1
Q9NX61	TMEM161A
Q8WVE7	TMEM170A
Q5T4T1	TMEM170B
Q8NBL3	TMEM178A
H3BS89	TMEM178B
Q7Z7N9	TMEM179B
Q8IXX5	TMEM183A
Q1AE95	TMEM183B
Q8NFB2	TMEM185A
Q9H7F4	TMEM185B
Q9H0A3	TMEM191A
P0C7N4	TMEM191B
A6NGB0	TMEM191C
Q5VY80	RAET1L
Q69YZ2	TMEM200B
A6NKL6	TMEM200C
O75157	TSC22D2
Q8NB66	UNC13C
Q86WB7	UNC93A
Q8WV15	TMEM255B
P59542	TAS2R19
Q7RTR8	TAS2R42
P59551	TAS2R60
Q96DZ7	TM4SF19
Q9ULZ0	TP53TG3
Q9NYW1	TAS2R9
Q9Y3F1	null
Q8N9U0	TC2N
Q9BT76	UPK3B
B0FP48	UPK3BL1
E5RIL1	UPK3BL2
A6NDD5	SYNDIG1L
Q70EK8	USP53
Q5JXB2	UBE2NL
Q8IX04	UEVLD
Q9BVX2	TMEM106C
Q8IUX1	TMEM126B
Q3SY00	TSGA10IP
Q24JP5	TMEM132A
Q14DG7	TMEM132B
Q8N3T6	TMEM132C
Q8N4U5	TCP11L2
B4DZS4	TCP11X1
Q5H9J9	TCP11X2
Q6IEE7	TMEM132E
Q9BXJ8	TMEM120A
B9EJG8	TMEM150C
Q6ZVK1	TMEM179
Q9Y519	TMEM184B
Q9NVA4	TMEM184C
C9J7I0	UMAD1
Q8N2C9	UMODL1-AS1
P0DP42	TMEM225B
B2RXF0	TMEM229A
Q8NBD8	TMEM229B
Q9Y3Q8	TSC22D4
Q5JRV8	TMEM255A
H3BR10	SMLR1
O14669	PRRG2
Q9BZD7	PRRG3
Q5SQN1	SNAP47
Q9Y675	SNURF
Q86YD3	TMEM25
Q2T9K0	TMEM44
Q86XZ4	SPATS2
Q9BWV2	SPATA9
A0A1B0GUW6	SPEM3
Q8NCJ5	SPRYD3
Q8WW59	SPRYD4
A4D263	SPATA48
P0CF51	TRGC1
Q5EBN2	TRIM61
Q8N9V2	TRIML1
Q8N7C3	TRIML2
Q629K1	TRIQK
Q9BQ61	TRIR
Q6NUS8	UGT3A1
C9JPN9	USP17L12
Q86SX3	TEDC1
Q8NHR7	TERB2
Q8TBB0	THAP6
Q4W5G0	TIGD2
Q6B0B8	TIGD3
A0A0J9YXA8	TRBJ1-1
Q6P9G4	TMEM154
Q6ZRR5	TMEM136
Q86T26	TMPRSS11B
Q6ZVM7	TOM1L2
Q6UXP3	TMEM14EP
Q8N3G9	TMEM130
Q9H330	TMEM245
A6NEH6	TMEM247
Q9NWD8	TMEM248
Q6UW68	TMEM205
Q9H813	TMEM206
Q6UWW9	TMEM207
Q9BTX3	TMEM208
Q96SK2	TMEM209
A6NML5	TMEM212
Q969M1	TOMM40L
Q96HV5	TMEM41A
O95807	TMEM50A
Q4KMG9	TMEM52B
O75069	TMCC2
Q9ULS5	TMCC3
Q7Z6W1	TMCO2
Q6UWJ1	TMCO3
Q5TGY1	TMCO4
Q96DC7	TMCO6
Q6P5X7	TMEM71
Q8N9X5	TMEM75
Q5T7P6	TMEM78
Q6ZXV5	TMTC3
Q5T4D3	TMTC4
Q12767	TMEM94
Q7L2K0	TEDC2
Q5T9Z0	TEDDM1
Q8NA92	THAP8
Q9BTF0	THUMPD2
A0A075B6Y3	TRAJ3
A0A1W2PR48	TLE7
A0PJX2	TLDC2
Q4W5P6	TMEM155
Q8N614	TMEM156
A6NGA9	TMEM202
Q8NBT3	TMEM145
A6NM43	CCT8L1P
Q8N7M0	TCTEX1D1
Q9Y2W6	TDRKH
Q8N8B7	TCEANC
Q8NA31	TERB1
Q96PF1	TGM7
H3BV60	TGFBR3L
Q6NXT6	TAPT1
A6NNZ2	null
P0DPH8	TUBA3D
Q12788	TBL3
A0A087WVF3	TBC1D3D
Q6DHY5	TBC1D3G
A0A087X1G2	TBC1D3K
Q8IZS6	TCTE3
Q8IZJ6	TDH
Q96EI5	TCEAL4
Q9H0W7	THAP2
Q8IYQ7	THNSL1
Q9BV44	THUMPD3
Q17RP2	TIGD6
A8MVX0	ARHGEF33
A6NK59	ASB14
Q9NY37	ASIC5
Q9H8K7	C10orf88
Q3KR37	GRAMD1B
Q8TF62	ATP8B4
Q5T6C5	ATXN7L2
C9JDP6	CLDN25
P98198	ATP8B2
Q8NHS1	CLDND2
Q8N3C7	CLIP4
Q6UXZ3	CD300LD
O75964	ATP5MG
Q99766	ATP5S
A6NKF2	ARID3C
Q2TB18	ASTE1
Q8IYS0	GRAMD1C
Q5VTU8	ATP5EP2
Q8N7P3	CLDN22
A6NM45	CLDN24
Q92624	APPBP2
Q8IW93	ARHGEF19
Q9NWL6	ASNSD1
P0C842	LINC00614
Q5SWW7	C10orf55
Q8NBR9	C11orf72
A6NJI1	C11orf86
Q6NUJ2	C11orf87
C9JLR9	C11orf95
Q7Z7L8	C11orf96
Q9NQ89	C12orf4
Q96LM1	LINC00615
Q86WS4	C12orf40
Q96LP6	C12orf42
Q8N5I9	C12orf45
Q6X4T0	C12orf54
Q8IXR9	C12orf56
Q32Q52	C12orf74
Q8N812	C12orf76
G3V211	LINC01619
Q6UXS0	CLEC19A
P0C7M8	CLEC2L
Q9Y284	WDR83OS
Q96CP6	GRAMD1A
O60423	ATP8B3
Q5TC04	ATP1A1-AS1
Q9ULK2	ATXN7L1
P56880	CLDN20
Q5T2N8	ATAD3C
Q9NRG0	CHRAC1
Q86X95	CIR1
Q5U4P2	ASPHD1
Q6ICH7	ASPHD2
Q8IYJ2	C10orf67
Q8WW14	C10orf82
Q8TEF2	C10orf105
Q8N326	C10orf111
Q5SQS8	C10orf120
Q8N4M7	C10orf126
B7Z368	C10orf142
A0A1B0GUT2	C10orf143
Q96F05	C11orf24
Q9H6J7	C11orf49
Q8NCR3	C11orf65
C9JXX5	C11orf94
E9PRG8	C11orf98
P0DPE3	C12orf81
Q6ZU45	CLEC20A
O75596	CLEC3A
Q9Y6N3	CLCA3P
Q9P241	ATP10D
L0R819	ASDURF
Q9HD20	ATP13A1
Q4VNC1	ATP13A4
Q9UN42	ATP1B4
P0DMR3	ATXN8OS
H7C241	CLDN34
Q8N8L6	ARL10
Q5W0N0	C9orf57
A6NEK1	ARRDC5
P54793	ARSF
Q5FYB0	ARSJ
P0C7U1	ASAH2B
Q8WWX0	ASB5
Q9NWX5	ASB6
Q495Z4	ASB16-AS1
Q8WXH4	ASB11
Q7RTU5	ASCL5
Q8WXK1	ASB15
Q96NS5	ASB16
Q8WXJ9	ASB17
Q6ZVZ8	ASB18
O95671	ASMTL
Q5T742	C10orf25
A4QN01	LINC01553
Q8N6V4	C10orf53
Q5T681	C10orf62
Q8N1V8	LINC01561
Q5T1B1	C10orf91
Q9H7T3	C10orf95
Q5VZT2	C10orf113
Q9H5F2	C11orf1
Q9NQ32	C11orf16
Q9P2W6	C11orf21
Q96N53	LINC00167
Q8WZ69	C11orf40
Q8N5U0	C11orf42
Q8N8P7	C11orf44
Q8TAV5	C11orf45
Q96A22	C11orf52
Q8IXP5	C11orf53
Q9H3H3	C11orf68
Q6IPW1	C11orf71
Q6PI97	C11orf88
Q3C1V1	C11orf91
A0A1B0GVM6	C11orf97
Q8N999	C12orf29
Q8N6U2	LINC00612
Q495D7	LINC01559
Q9H741	C12orf49
Q8NA57	C12orf50
Q5U649	C12orf60
Q8N7H1	LINC01465
Q96M19	LINC00477
A8MTZ7	C12orf71
Q69YU5	C12orf73
C9JDV5	C12orf77
Q6UXF7	CLEC18B
Q96F83	CLBA1
Q8TER5	ARHGEF40
Q70JA7	CHSY3
P0C843	LINC00032
Q9BUW7	C9orf16
Q8TAL5	C9orf43
Q8N4C0	C9orf62
Q8WZB0	LINC00476
Q5VYM1	C9orf131
Q5JTZ5	C9orf152
Q5TBE3	C9orf153
Q9Y575	ASB3
Q9H672	ASB7
Q9H765	ASB8
Q8WXK4	ASB12
Q8WXK3	ASB13
A6NL99	AQP7P3
Q96MD7	C9orf85
A6NGG3	C9orf92
Q8NAJ2	C9orf106
Q5BN46	C9orf116
A6NHY6	C9orf118
Q5T035	C9orf129
Q5VTT2	C9orf135
Q6ZV77	C9orf139
Q8N9P6	C9orf163
A2RU37	C9orf170
Q8TBH0	ARRDC2
Q9H1I8	ASCC2
Q6XD76	ASCL4
Q9Y576	ASB1
Q9C0C6	CIPC
Q8N6S5	ARL6IP6
A6NJG6	ARGFX
Q9NXL2	ARHGEF38
Q9C0K3	ACTR3C
Q9P2X8	LINC00474
Q9H2J1	ARRDC1-AS1
Q8IXQ3	C9orf40
Q6ZRZ4	C9orf47
Q5SZB4	C9orf50
Q5T8R8	C9orf66
Q9BPX5	ARPC5L
B1AMM8	LINC00587
A5YM69	ARHGEF35
Q8NEN0	ARMC2
Q7L311	ARMCX2
Q6PIY5	ARMH1
H3BNL8	ARMH2
Q0P5N6	ARL16
Q8IVW1	ARL17A
Q6NXE6	ARMC6
Q7L4S7	ARMCX6
P02728	null
Q9UKD1	GMEB2
Q96G21	IMP4
Q96P88	GNRHR2
Q08AF8	GOLGA8F
P0CJ92	GOLGA8H
A6NC78	GOLGA8IP
A6NMD2	GOLGA8J
F8WBI6	GOLGA8N
I6L899	GOLGA8R
H3BQL2	GOLGA8T
Q6PI98	INO80C
Q9BXV9	GON7
C9JVW0	INAFM1
P0DMQ5	INAFM2
Q96CH1	GPR146
Q6PRD1	GPR179
Q8NFN8	GPR156
Q9NQ84	GPRC5C
Q75QN2	INTS8
B7ZAQ6	GPR89A
A6NMK8	INSYN2B
Q008S8	ECT2L
Q5VTE0	EEF1A1P5
A6NFE3	EFCAB10
O75071	EFCAB14
Q8N7B9	EFCAB3
A8MWE9	EFCAB8
A8MZ26	EFCAB9
Q7L5L3	GDPD3
Q6W3E5	GDPD4
Q8N7U6	EFHB
Q5JPI9	EEF1AKMT2
P0DPD7	EEF1AKMT4
Q9NXC2	GFOD1
Q2KHT4	GSG1
Q86UQ5	GTSCR1
O95843	GUCA1C
Q6ZWJ8	KCP
Q96NT3	GUCD1
Q8NC54	KCT2
Q3ZCU0	GVQW3
Q75WM6	H1FNT
Q8IUE6	HIST2H2AB
P0C5Z0	H2AFB2
Q96G42	KLHDC7B
Q08623	PUDP
Q8NB37	GATD1
Q4V326	GAGE2E
Q13065	GAGE1
Q13070	GAGE6
P0CG08	GPR89B
Q9Y2U2	KCNK7
Q4G0G2	H1FX-AS1
Q6PII5	HAGHL
Q8IZP7	HS6ST3
Q6B0K9	HBM
A4D1Z8	GRIFIN
Q53RY4	KRTCAP3
Q99878	HIST1H2AJ
Q8IW92	GLB1L2
P0CG29	GSTT2
A0A1W2PR19	GSTT4
Q6PXP3	SLC2A7
Q9H1H1	GTSF1L
Q14681	KCTD2
Q8WVF5	KCTD4
Q6ZWB6	KCTD8
Q7Z2Y8	GVINP1
Q6DN03	HIST2H2BC
Q6DRA6	HIST2H2BD
Q96MB7	HARBI1
Q6NXS1	PPP1R2B
O14990	PPP1R2C
Q96PQ5	PPP1R2P1
Q8IWB1	ITPRIP
Q4G1C9	GLIPR1L2
Q8WZA9	IRGQ
Q14687	GSE1
A4D1E9	GTPBP10
Q9H478	KCNQ1DN
Q8N7I0	GVQW1
A0A096LPI5	GVQW2
Q4G148	GXYLT1
A0PJZ3	GXYLT2
O43824	GTPBP6
Q93077	HIST1H2AC
P20671	HIST1H2AD
Q5QNW6	HIST2H2BF
A0A0A0MT89	IGKJ1
Q8NEE0	KLHL30-AS1
Q8TBB5	KLHDC4
Q9H0R4	HDHD2
P02729	null
A0A0U1RQE8	GLYATL1B
Q9NXK8	FBXL12
Q3SYB3	FOXD4L6
P58550	FXYD6P3
Q5JXX5	GLRA4
A6NH11	GLTPD2
Q5SZD4	GLYATL3
Q99445	GML
Q8NBZ0	INO80E
Q6ZVE7	GOLT1A
Q8IX06	REXO1L1P
O14626	GPR171
Q8NGU9	GPR150
Q6NV75	GPR153
Q5UAW9	GPR157
Q96EL1	INKA1
Q9NTI7	INKA2
A7E2F4	GOLGA8A
A8MQT2	GOLGA8B
A6NN73	GOLGA8CP
Q0D2H9	GOLGA8DP
H3BSY2	GOLGA8M
Q53TQ3	INO80D
Q7Z602	GPR141
Q14439	GPR176
Q9HC44	GPBP1L1
Q6ZSG2	INSYN2
O95177	GAS8-AS1
P62683	ERVK-21
Q9HDB9	ERVK-5
Q6ZVF9	GPRIN3
Q9C0E4	GRIP2
Q96HH9	GRAMD2B
Q8N3Z3	GTPBP8
Q8WWB7	GLMP
Q8IXQ4	GPALPP1
Q9Y581	INSL6
Q9NVR2	INTS10
Q96SY0	INTS14
Q8N201	INTS1
Q9H0H0	INTS2
Q9NVH2	INTS7
Q6EKJ0	GTF2IRD2B
Q7Z3D6	DGLUCY
Q8NEA9	GMCL2
Q96LU5	IMMP1L
Q9NYA3	GOLGA6A
A6NDN3	GOLGA6B
A6NDK9	GOLGA6C
P0CG33	GOLGA6D
Q2TAP0	GOLGA7B
D6RF30	GOLGA8K
A6NCC3	GOLGA8O
H3BV12	GOLGA8Q
H3BPF8	GOLGA8S
Q9NPB8	GPCPD1
Q86WP2	GPBP1
Q2T9L4	INSYN1
Q5JSJ4	INTS6L
Q6IN97	FRMPD2B
O60478	GPR137B
Q9UK08	GNG8
Q8N8V2	GBP7
B1ANH7	IBA57-AS1
Q8NDH6	ICA1L
P62684	HERVK_113
P63145	ERVK-24
Q8NCI6	GLB1L3
Q14409	GK3P
P15421	GYPE
P59646	FXYD4
Q9H3Q3	GAL3ST2
P50151	GNG10
A0A1W2PPG7	GNG14
P50150	GNG4
Q4G0N0	GGTA1P
Q8IVK1	GLYCAM1
Q8NBR0	TP53I13
Q96DU9	PABPC5
A0A075B759	PPIAL4E
P0DN37	PPIAL4G
Q5QFB9	PAPPA-AS1
Q6ZVX9	PAQR9
Q96RC9	OR8B4
Q8NGM9	OR8D4
Q15617	OR8G1
Q8NGP2	OR8J1
Q6UXH9	PAMR1
Q58A45	PAN3
Q5JQF8	PABPC1L2A
P04001	OPN1MW
P30953	OR1E1
O43749	OR1F1
Q96R84	OR1F2P
Q8NGS2	OR1J2
Q9Y585	OR1A2
Q8NH94	OR1L1
Q8NGR5	OR1L4
Q9GZK4	OR2H1
Q8NH06	OR1P1
Q8NGQ1	OR9G4
Q96RA2	OR7D2
Q8NGE9	OR9Q2
Q8NG99	OR7G2
Q8NGG7	OR8A1
Q8WZ84	OR8D1
Q8NGG1	OR8J2
Q7RTS5	OTOP3
Q8NHW6	OTOS
Q7RTZ1	OVCH2
O75127	PTCD1
Q6IE36	OVOS2
Q96HP4	OXNAD1
E9PB15	PTGES3L
Q96A73	KIAA1191
Q8NGG8	OR8B3
Q8NGG6	OR8B12
Q9GZM6	OR8D2
Q8N162	OR8H2
Q8N146	OR8H3
Q68DD2	PLA2G4F
Q9BSG0	PRADC1
Q7Z2X7	PAGE2
P0DN26	PPIAL4F
A0A075B767	PPIAL4H
Q9H208	OR10A2
P58181	OR10A3
Q8NGE5	OR10A7
Q8NH81	OR10G6
Q8NGA6	OR10H5
P30954	OR10J1
Q9UQ74	PSG8
A6NGQ2	OOEP
Q86WS3	OOSP2
P0DN77	OPN1MW2
P0DN78	OPN1MW3
Q8NGS0	OR1N1
Q9GZK6	OR2J1
O76002	OR2J2
O76001	OR2J3
Q8NGT1	OR2K2
Q8NG80	OR2L5
Q8N349	OR2L13
A3KFT3	OR2M5
O95047	OR2A4
Q96R48	OR2A5
Q8NH03	OR2T3
Q6IEZ7	OR2T5
P59922	OR2B8P
O95371	OR2C1
Q8NHB1	OR2V1
Q96R30	OR2V2
Q9Y3N9	OR2W1
A6NFC9	OR2W5
O95006	OR2F2
Q8NGZ4	OR2G3
P47881	OR3A1
Q8NH83	OR4A5
Q8NGF8	OR4B1
P47883	OR3A4P
Q8NH72	OR4C6
Q96R67	OR4C12
Q8NGP0	OR4C13
Q8NGM1	OR4C15
Q15615	OR4D1
Q8NGE8	OR4D9
Q8NGI4	OR4D11
Q8NGC2	OR4E2
Q96R69	OR4F4
Q8NGB9	OR4F6
Q96R72	OR4K3
Q8NGD5	OR4K14
Q8NH41	OR4K15
Q8NGC6	OR4K17
Q8NH43	OR4L1
Q8NGB6	OR4M2
Q8NGD1	OR4N2
Q8IXE1	OR4N5
P0C623	OR4Q2
Q8NGB4	OR4S1
Q8NH49	OR4X1
Q8NGI9	OR5A2
Q8NH48	OR5B3
O95221	OR5F1
A6NKK0	OR5H1
Q8NGV7	OR5H2
P0DN80	OR5H8
Q8NH18	OR5J2
A6NMS3	OR5K4
Q8NGL2	OR5L1
Q8NGL0	OR5L2
Q8NGP3	OR5M9
Q6IEU7	OR5M10
Q8WZ94	OR5P3
Q8NG75	OR5T1
O95222	OR6A2
O95007	OR6B1
Q8NGW1	OR6B3
Q9NZP0	OR6C3
Q8NGE1	OR6C4
A6NF89	OR6C6
Q8NGY2	OR6K2
Q8NGM8	OR6M1
Q8NGG0	OR8J3
Q8NGQ2	OR6Q1
Q8NH40	OR6S1
Q8NH09	OR8S1
Q8NH10	OR8U1
Q15622	OR7A5
O76100	OR7A10
Q8NGU2	OR9A4
Q8NH87	OR9G1
Q8NGE7	OR9K2
Q8NGQ5	OR9Q1
Q8NG95	OR7G3
Q8WV74	NUDT8
Q9NX31	OSER1
A0A2R8Y4Y8	OOSP4B
Q6UWS5	PET117
Q6ZRI0	OTOG
Q7RTS6	OTOP2
Q8WZ82	OVCA2
Q6IE37	OVOS1
A8CG34	POM121C
A6NNC1	null
Q8IYS1	PM20D2
Q5VU65	NUP210L
E9PI22	PRR23D1
P0DMB1	PRR23D2
Q8NFH3	NUP43
Q8NGE0	OR10AD1
Q8NGN3	OR10G4
Q8NGN5	OR10G8
O60403	OR10H2
O60404	OR10H3
Q8NHA8	OR1F12
O60431	OR1I1
Q9P1Q5	OR1A1
Q8NH93	OR1L3
Q8NGR2	OR1L6
Q8NGA1	OR1M1
Q8NGR9	OR1N2
Q8NGU4	OR2I1P
Q8NH92	OR1S1
Q8NG85	OR2L3
Q8NGY9	OR2L8
Q8NG83	OR2M3
Q8NGT9	OR2A1
Q6IF42	OR2A2
Q9NQN1	OR2S2
O43869	OR2T1
Q9GZK3	OR2B2
O76000	OR2B3
Q8NHC8	OR2T6
P0C7T2	OR2T7
Q8N628	OR2C3
Q13607	OR2F1
Q8NGZ5	OR2G2
Q5TZ20	OR2G6
P47893	OR3A2
P0C604	OR4A8
Q8NGL9	OR4C16
Q8NGJ1	OR4D6
Q8NGI6	OR4D10
P0C645	OR4E1
Q6IEY1	OR4F3
Q8NH21	OR4F5
Q8NGD4	OR4K1
Q8NGD2	OR4K2
Q8NGD3	OR4K5
Q8NH42	OR4K13
Q8NGD0	OR4M1
Q8N0Y3	OR4N4
Q8NGL7	OR4P4
Q8NH73	OR4S2
Q8NGF9	OR4X2
Q8NGJ0	OR5A1
Q96R09	OR5B2
Q96R08	OR5B12
Q8NGF7	OR5B17
A6NL26	OR5B21
Q8NGR4	OR5C1
Q8NGL4	OR5D13
Q8NGL3	OR5D14
Q8NGK9	OR5D16
Q8NGL1	OR5D18
P0C626	OR5G3
Q8NGV6	OR5H6
Q13606	OR5I1
Q8NHB7	OR5K1
Q8NHB8	OR5K2
A6NET4	OR5K3
Q8NGP8	OR5M1
Q8NGP4	OR5M3
Q8NGP6	OR5M8
Q96RB7	OR5M11
Q8WZ92	OR5P2
Q8NH85	OR5R1
Q8NGG2	OR5T2
Q8NGG3	OR5T3
Q9UGF6	OR5V1
Q8NH69	OR5W2
Q6IFH4	OR6B2
Q96RD1	OR6C1
Q9NZP2	OR6C2
Q8NGZ6	OR6F1
Q8NGC5	OR6J1
Q8NGY3	OR6K3
Q8NGW6	OR6K6
Q8NGY5	OR6N1
Q8NGY6	OR6N2
Q8NGG5	OR8K1
Q8NH51	OR8K3
Q8NH50	OR8K5
Q8NGN1	OR6T1
Q8N148	OR6V1
Q8NH79	OR6X1
Q8NGX8	OR6Y1
Q8NGA2	OR7A2P
Q8NGU1	OR9A1P
Q8NGT5	OR9A2
O60412	OR7C2
P0C7N8	OR9G9
Q8NGQ6	OR9I1
Q8NGA0	OR7G1
P0DMU2	OR8G3P
Q15620	OR8B8
Q9H4B0	OSGEPL1
Q7Z6K3	PTAR1
Q7RTY7	OVCH1
Q5BKU9	OXLD1
Q9NUU6	OTULINL
A6NF01	POM121B
Q3SYA9	POM121L1P
Q96KW2	POM121L2
Q6GTS8	PM20D1
Q8N7R1	POM121L12
P0C024	NUDT7
Q9H207	OR10A5
Q8NH74	OR10A6
Q8NH08	OR10AC1
Q8NH19	OR10AG1
Q96KK4	OR10C1
Q8NH80	OR10D3
Q8NGC3	OR10G2
Q8NGN6	OR10G7
Q8NGN4	OR10G9
Q9Y4A9	OR10H1
Q8NHC4	OR10J5
Q8NGX5	OR10K1
A0A2R8YFM6	OOSP3
Q8TAA3	PSMA8
Q5JS54	PSMG4
P47887	OR1E2
Q8WZA6	OR1E3
P47890	OR1G1
Q8NGS3	OR1J1
Q8NGS1	OR1J4
Q8NGR3	OR1K1
Q8NGR6	OR1B1
Q15619	OR1C1
Q8NGR8	OR1L8
P47884	OR1D4
P58170	OR1D5
Q15612	OR1Q1
Q8NGQ3	OR1S2
Q8NH16	OR2L2
Q96R28	OR2M2
Q96R27	OR2M4
Q8NG81	OR2M7
Q96R45	OR2A7
Q6IF00	OR2T2
Q8NH00	OR2T4
P58173	OR2B6
Q5JQS5	OR2B11
A6NH00	OR2T8
Q9H210	OR2D2
Q8NGH3	OR2D3
Q8NHA6	OR2W6P
Q8NGV0	OR2Y1
Q8NG97	OR2Z1
Q8NGN8	OR4A4P
P47888	OR3A3
Q8NH37	OR4C3
Q8NGB2	OR4C5
Q6IEV9	OR4C11
P58180	OR4D2
Q8NGN0	OR4D5
Q8NGX9	OR6P1
P0C7N1	OR8U8
P0C7N5	OR8U9
O14581	OR7A17
O76099	OR7C1
Q96RD0	OR8B2
Q8NG78	OR8G5
Q8NGG4	OR8H1
Q8N0Y5	OR8I2
A0A1B0GUC4	MYOCOS
Q86VE0	MYPOP
Q5TBK1	N4BP2L1
Q9H1M0	NUP62CL
Q96MY1	NOL4L
E9PIF3	NPIPA2
F8WFD2	NPIPA3
E9PKD4	NPIPA5
P0DM63	NPIPA8
C9JG80	NPIPB4
A8MRT5	NPIPB5
E9PJ23	NPIPB6
Q5PT55	SLC10A5
Q6NUP7	PPP4R4
Q9P1A2	PPP4R1L
E7EU14	PPP5D1
Q86XR2	FAM129C
A6NFF2	NAP1L6
E9PJI5	NPIPA7
A6NJ64	null
Q8NG41	NPB
Q9UFN0	NIPSNAP3A
Q8WV22	NSMCE1
A6NI47	POTEM
Q63ZY6	NSUN5P2
B7ZBB8	PPP1R3G
Q9H857	NT5DC2
Q86YG4	NT5DC4
Q8NE18	NSUN7
Q6ZSK4	NTM-AS1
Q96HA8	WDYHV1
Q5VVY1	METTL11B
A1L443	NUTM2F
Q5VZR2	NUTM2G
Q6ZNB6	NFXL1
Q9UD57	NKX1-2
P69849	NOMO3
Q9BSC4	NOL10
P61581	ERVK-24
P61583	ERVK-5
Q9BY65	NPCDR1
Q6S8J7	POTEA
Q9UH64	CDKN2A-AS1
Q96I34	PPP1R16A
Q5TFE4	NT5DC1
Q8IVF1	NUTM2A
A6NNL0	NUTM2B
Q5VT03	NUTM2D
B1AL46	NUTM2E
A8MPX8	PP2D1
Q96G61	NUDT11
Q8NFH4	NUP37
Q8NGN7	OR10D4P
Q8NGC4	OR10G3
Q8NGA5	OR10H4
Q5JRS4	OR10J3
P0C629	OR10J4
Q8NGY7	OR10J6P
Q13046	PSG7
A8MZH6	OOSP1
Q96PE5	OPALIN
O15172	PSPHP1
P61582	ERVK-7
Q7Z2Y5	NRK
Q3KNT7	NSUN5P1
Q86X67	NUDT13
Q6NVV3	NIPAL1
A8MTQ0	NOTO
Q92617	NPIPB3
Q9NQ35	NRIP3
H3BUK9	POTEB2
A0JP26	POTEB3
A0A0A6YYL3	POTEB
Q6PJE2	POMZP3
Q9NXX6	NSMCE4A
Q9BZL4	PPP1R12C
Q86UY8	NT5DC3
A8MQ27	NEURL1B
A6NHN6	NPIPB15
Q9H3Y8	PPDPF
Q8WVJ2	NUDCD2
Q8WTR8	NTN5
Q96EH8	NEURL3
Q9BSH3	NICN1
Q9H2Z4	NKX2-4
E5RHQ5	NPIPB11
Q99463	NPY6R
P0C025	NUDT17
B2RU33	POTEC
Q6S5H5	POTEG
Q6S545	POTEH
P0CG38	POTEI
P0CG39	POTEJ
Q5JPE7	NOMO2
Q9UND3	NPIPA1
O75200	NPIPB7
E9PQR5	NPIPB8
F8W1W9	NPIPB9
Q496H8	NRN1L
Q9BQI9	NRIP2
A0AUZ9	KANSL1L
Q8TCB7	METTL6
Q9H825	METTL8
Q86V97	KBTBD6
Q8WVZ9	KBTBD7
O94819	KBTBD11
Q3ZCT8	KBTBD12
C9JR72	KBTBD13
Q8N752	CSNK1A1L
Q86XN8	MEX3D
Q14CX5	MFSD13A
Q5VZR4	MFSD14C
O75121	MFAP3L
Q9BQ13	KCTD14
Q68DU8	KCTD16
Q6PI47	KCTD18
Q17RG1	KCTD19
Q7Z5Y7	KCTD20
A0A087WTH5	KCNE1B
A6NFX1	MFSD2B
Q96ES6	MFSD3
Q6UW63	KDELC1
Q9ULI4	KIF26A
Q9H7L2	KIR3DX1
P0DOY3	IGLC3
Q5T7N3	KANK4
Q9H019	MTFR1L
O43934	MFSD11
Q6NUT3	MFSD12
Q5TF39	MFSD4B
Q8IWD5	MFSD6L
Q9H3U5	MFSD1
Q6N075	MFSD5
A6NMX2	EIF4E1B
Q96BM0	IFI27L1
A8MTL0	IQCF5
Q9H0B3	IQCN
Q8N635	MEIOB
A6NJ78	METTL15
O95568	METTL18
P05015	IFNA16
Q6IE38	SPINK14
Q6H9L7	ISM2
Q1ZYL8	IZUMO4
Q96S16	JMJD8
Q6IS14	EIF5AL1
Q6WRI0	IGSF10
P0DOX2	null
Q9ULR0	ISY1
Q4VXA5	KHDC1
P43632	KIR2DS4
Q9C0H6	KLHL4
Q96PQ7	KLHL5
P60328	KRTAP12-3
P60329	KRTAP12-4
A6NCN2	KRT87P
Q8IUC3	KRTAP7-1
P0C5Y4	KRTAP1-4
A8MXZ3	KRTAP9-1
Q3LI58	KRTAP21-1
A1A580	KRTAP23-1
C9JBD0	KRBOX1
Q9NSB2	KRT84
O76013	KRT36
P60413	KRTAP10-12
Q86SY8	KTN1-AS1
Q75NE6	MIR17HG
Q6L8H2	KRTAP5-3
O76014	KRT37
O76015	KRT38
Q9NSB4	KRT82
Q4G0A6	MINDY4
Q9NXC5	MIOS
P06310	IGKV2-30
Q86YQ2	BPIFA4P
Q5VSP4	LCN1P1
A0A0U1RRL7	MMP24OS
Q9GIP4	SLC7A5P2
Q5TCM9	LCE5A
A4D1U4	LCHN
Q5T753	LCE1E
Q5T754	LCE1F
Q6ZST4	LCNL1
Q9UPX6	MINAR1
Q6DKI2	LGALS9C
Q7Z7J7	LHFPL4
Q9Y693	LHFPL6
P59990	KRTAP12-1
O75690	KRTAP5-8
Q9BQ66	KRTAP4-12
Q9BYR9	KRTAP2-4
Q3LI61	KRTAP20-2
Q3LI62	KRTAP20-4
Q9BYQ0	KRTAP9-8
Q9BYP9	KRTAP9-9
Q3LHN1	KRTAP21-3
A5PL33	KRBA1
P60372	KRTAP10-4
P60411	KRTAP10-9
P59773	MINAR2
Q02817	MUC2
P59991	KRTAP12-2
Q6L8G4	KRTAP5-11
Q9BYP8	KRTAP17-1
